methods,path,module,endpoint,tags,auth_type,minimum_role,required_features_strict,required_features_dependency,feature_refs_conditional_or_internal,eligible_tiers_for_strict_features,helper_gate_signals,pricing_tier_refs_in_handler,user_role_refs_in_handler,turnstile_surfaces,dependency_calls,source_location
GET,/api/v1/savings/realized/events,app.modules.reporting.api.v1.savings,list_realized_savings_events,Savings Proof,jwt_db,member,savings_proof,savings_proof,,pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/savings.py:230-342
GET,/api/v1/settings/activeops,app.modules.governance.api.v1.settings.activeops,get_activeops_settings,"Settings,ActiveOps",jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::get_current_user_with_db_context|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/activeops.py:103-138
PUT,/api/v1/settings/activeops,app.modules.governance.api.v1.settings.activeops,update_activeops_settings,"Settings,ActiveOps",jwt_db,admin,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/activeops.py:180-251
POST,/api/v1/settings/activeops/hard-cap/reactivate,app.modules.governance.api.v1.settings.activeops,reactivate_hard_cap,"Settings,ActiveOps",jwt_db,admin,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/activeops.py:141-177
GET,/api/v1/settings/carbon,app.modules.governance.api.v1.settings.carbon,get_carbon_settings,"Settings,Carbon",jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::get_current_user_with_db_context|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/carbon.py:93-133
PUT,/api/v1/settings/carbon,app.modules.governance.api.v1.settings.carbon,update_carbon_settings,"Settings,Carbon",jwt_db,admin,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/carbon.py:136-190
GET,/api/v1/settings/connections/aws,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,list_aws_connections,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:168-177
POST,/api/v1/settings/connections/aws,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,create_aws_connection,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:112-165
GET,/api/v1/settings/connections/aws/discovered,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,list_discovered_accounts,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:239-260
POST,/api/v1/settings/connections/aws/discovered/{discovered_id}/link,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,link_discovered_account,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:263-328
POST,/api/v1/settings/connections/aws/setup,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,get_aws_setup_templates,connections,public,public,,,,free|starter|growth|pro|enterprise,,,,,,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:43-49
DELETE,/api/v1/settings/connections/aws/{connection_id},app.modules.governance.api.v1.settings.connections_setup_aws_discovery,delete_aws_connection,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:193-216
POST,/api/v1/settings/connections/aws/{connection_id}/sync-org,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,sync_aws_org,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:219-236
POST,/api/v1/settings/connections/aws/{connection_id}/verify,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,verify_aws_connection,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:180-190
GET,/api/v1/settings/connections/azure,app.modules.governance.api.v1.settings.connections_azure_gcp,list_azure_connections,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_azure_gcp.py:106-113
POST,/api/v1/settings/connections/azure,app.modules.governance.api.v1.settings.connections_azure_gcp,create_azure_connection,connections,jwt_db,member,multi_cloud,,,growth|pro|enterprise,check_growth_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_azure_gcp.py:35-89
POST,/api/v1/settings/connections/azure/setup,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,get_azure_setup,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:52-59
DELETE,/api/v1/settings/connections/azure/{connection_id},app.modules.governance.api.v1.settings.connections_azure_gcp,delete_azure_connection,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_azure_gcp.py:116-139
POST,/api/v1/settings/connections/azure/{connection_id}/verify,app.modules.governance.api.v1.settings.connections_azure_gcp,verify_azure_connection,connections,jwt_db,member,multi_cloud,,,growth|pro|enterprise,check_growth_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_azure_gcp.py:92-103
GET,/api/v1/settings/connections/discovery/candidates,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,list_discovery_candidates,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:412-430
POST,/api/v1/settings/connections/discovery/candidates/{candidate_id}/accept,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,accept_discovery_candidate,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:471-488
POST,/api/v1/settings/connections/discovery/candidates/{candidate_id}/connected,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,mark_discovery_candidate_connected,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:511-528
POST,/api/v1/settings/connections/discovery/candidates/{candidate_id}/ignore,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,ignore_discovery_candidate,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:491-508
POST,/api/v1/settings/connections/discovery/deep-scan,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,discovery_deep_scan,connections,jwt_db,member,idp_deep_scan,,,pro|enterprise,check_idp_deep_scan_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:369-409
POST,/api/v1/settings/connections/discovery/stage-a,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,discovery_stage_a,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:331-366
GET,/api/v1/settings/connections/gcp,app.modules.governance.api.v1.settings.connections_azure_gcp,list_gcp_connections,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_azure_gcp.py:222-231
POST,/api/v1/settings/connections/gcp,app.modules.governance.api.v1.settings.connections_azure_gcp,create_gcp_connection,connections,jwt_db,member,multi_cloud,,,growth|pro|enterprise,check_growth_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_azure_gcp.py:142-205
POST,/api/v1/settings/connections/gcp/setup,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,get_gcp_setup,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:62-69
DELETE,/api/v1/settings/connections/gcp/{connection_id},app.modules.governance.api.v1.settings.connections_azure_gcp,delete_gcp_connection,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_azure_gcp.py:234-257
POST,/api/v1/settings/connections/gcp/{connection_id}/verify,app.modules.governance.api.v1.settings.connections_azure_gcp,verify_gcp_connection,connections,jwt_db,member,multi_cloud,,,growth|pro|enterprise,check_growth_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_azure_gcp.py:208-219
GET,/api/v1/settings/connections/hybrid,app.modules.governance.api.v1.settings.connections_cloud_plus,list_hybrid_connections,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:445-452
POST,/api/v1/settings/connections/hybrid,app.modules.governance.api.v1.settings.connections_cloud_plus,create_hybrid_connection,connections,jwt_db,member,cloud_plus_connectors,,,pro|enterprise,check_cloud_plus_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:371-428
POST,/api/v1/settings/connections/hybrid/setup,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,get_hybrid_setup,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:102-109
DELETE,/api/v1/settings/connections/hybrid/{connection_id},app.modules.governance.api.v1.settings.connections_cloud_plus,delete_hybrid_connection,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:455-479
POST,/api/v1/settings/connections/hybrid/{connection_id}/verify,app.modules.governance.api.v1.settings.connections_cloud_plus,verify_hybrid_connection,connections,jwt_db,member,cloud_plus_connectors,,,pro|enterprise,check_cloud_plus_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:431-442
GET,/api/v1/settings/connections/license,app.modules.governance.api.v1.settings.connections_cloud_plus,list_license_connections,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:223-230
POST,/api/v1/settings/connections/license,app.modules.governance.api.v1.settings.connections_cloud_plus,create_license_connection,connections,jwt_db,member,cloud_plus_connectors,,,pro|enterprise,check_cloud_plus_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:150-206
POST,/api/v1/settings/connections/license/setup,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,get_license_setup,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:82-89
DELETE,/api/v1/settings/connections/license/{connection_id},app.modules.governance.api.v1.settings.connections_cloud_plus,delete_license_connection,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:233-257
POST,/api/v1/settings/connections/license/{connection_id}/verify,app.modules.governance.api.v1.settings.connections_cloud_plus,verify_license_connection,connections,jwt_db,member,cloud_plus_connectors,,,pro|enterprise,check_cloud_plus_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:209-220
GET,/api/v1/settings/connections/platform,app.modules.governance.api.v1.settings.connections_cloud_plus,list_platform_connections,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:334-341
POST,/api/v1/settings/connections/platform,app.modules.governance.api.v1.settings.connections_cloud_plus,create_platform_connection,connections,jwt_db,member,cloud_plus_connectors,,,pro|enterprise,check_cloud_plus_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:260-317
POST,/api/v1/settings/connections/platform/setup,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,get_platform_setup,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:92-99
DELETE,/api/v1/settings/connections/platform/{connection_id},app.modules.governance.api.v1.settings.connections_cloud_plus,delete_platform_connection,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:344-368
POST,/api/v1/settings/connections/platform/{connection_id}/verify,app.modules.governance.api.v1.settings.connections_cloud_plus,verify_platform_connection,connections,jwt_db,member,cloud_plus_connectors,,,pro|enterprise,check_cloud_plus_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:320-331
GET,/api/v1/settings/connections/saas,app.modules.governance.api.v1.settings.connections_cloud_plus,list_saas_connections,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:113-120
POST,/api/v1/settings/connections/saas,app.modules.governance.api.v1.settings.connections_cloud_plus,create_saas_connection,connections,jwt_db,member,cloud_plus_connectors,,,pro|enterprise,check_cloud_plus_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:42-96
POST,/api/v1/settings/connections/saas/setup,app.modules.governance.api.v1.settings.connections_setup_aws_discovery,get_saas_setup,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_setup_aws_discovery.py:72-79
DELETE,/api/v1/settings/connections/saas/{connection_id},app.modules.governance.api.v1.settings.connections_cloud_plus,delete_saas_connection,connections,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:123-147
POST,/api/v1/settings/connections/saas/{connection_id}/verify,app.modules.governance.api.v1.settings.connections_cloud_plus,verify_saas_connection,connections,jwt_db,member,cloud_plus_connectors,,,pro|enterprise,check_cloud_plus_tier,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/connections_cloud_plus.py:99-110
GET,/api/v1/settings/identity,app.modules.governance.api.v1.settings.identity,get_identity_settings,"Settings,Identity",jwt_db,admin,sso,sso,,pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/identity.py:313-355
PUT,/api/v1/settings/identity,app.modules.governance.api.v1.settings.identity,update_identity_settings,"Settings,Identity",jwt_db,admin,sso,sso,scim,pro|enterprise,is_feature_enabled,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/identity.py:724-940
GET,/api/v1/settings/identity/diagnostics,app.modules.governance.api.v1.settings.identity,get_identity_diagnostics,"Settings,Identity",jwt_db,admin,sso,sso,scim,pro|enterprise,is_feature_enabled,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/identity.py:358-514
POST,/api/v1/settings/identity/rotate-scim-token,app.modules.governance.api.v1.settings.identity,rotate_scim_token,"Settings,Identity",jwt_db,admin,,,scim,free|starter|growth|pro|enterprise,is_feature_enabled,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/identity.py:943-1022
POST,/api/v1/settings/identity/scim/test-token,app.modules.governance.api.v1.settings.identity,test_scim_token,"Settings,Identity",jwt_db,admin,sso,sso,scim,pro|enterprise,is_feature_enabled,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/settings/identity.py:686-721
